Date,Weight,Fat mass,Comments
11/24/14 6:14,179.8,40.4,
11/23/14 8:46,178.2,41.1,
11/21/14 6:31,177.9,42.5,
11/20/14 6:18,178.6,42.6,
11/19/14 6:58,178.2,41.1,
11/18/14 7:13,178.1,41.2,
11/17/14 6:17,179.6,40.1,
11/14/14 7:19,178.8,40.5,
11/13/14 6:11,178.8,41.5,
11/12/14 6:23,178.1,41.5,
11/11/14 5:51,178.9,41.9,
11/10/14 6:35,178.9,40.4,
11/9/14 7:54,179.8,40.9,
11/5/14 6:52,181.5,40.9,
11/4/14 7:23,179.7,41.8,
11/3/14 6:34,179.8,40.9,
10/30/14 6:44,177.6,40.2,
10/29/14 7:28,177.4,41.1,
10/28/14 7:42,177.4,40.2,
10/25/14 8:46,177.5,41.2,
10/23/14 7:17,178,40.1,
10/16/14 6:36,178.2,38.6,
10/14/14 6:36,178.5,39,
10/13/14 6:40,178.4,39.9,
10/12/14 8:38,178.9,41.4,
10/9/14 6:27,176.7,39.7,
10/8/14 7:04,176.5,38.3,
10/7/14 6:19,175.6,39.3,
10/3/14 7:17,175,39.4,
10/1/14 6:17,175.4,40.2,
9/30/14 6:47,176.8,39.5,
9/29/14 6:37,176.5,39.9,
9/26/14 6:04,176.3,39.4,
9/25/14 7:03,176.3,40,
9/24/14 7:07,177,38,
9/22/14 6:14,177.4,38.6,
9/17/14 6:16,176.4,39.9,
9/10/14 6:01,175.6,38.7,
9/9/14 7:21,175.2,37.5,
9/8/14 6:28,174.6,40.1,
9/5/14 6:36,175.6,39.1,
9/4/14 6:09,176.1,40.7,
9/3/14 6:13,176.3,40.2,
9/2/14 6:44,176.5,,
9/2/14 6:23,176.6,40.6,
9/1/14 9:38,175.7,39.5,
8/31/14 13:22,173.9,38.8,
8/27/14 6:57,178.2,39.7,
8/26/14 5:49,178.9,40.7,
8/20/14 6:54,177,41.5,
8/19/14 6:07,178.5,40.3,
8/18/14 7:26,177.1,39.4,
8/15/14 6:13,177.2,40.7,
8/14/14 6:07,177.2,40.5,
8/13/14 6:37,175.9,37.4,
8/12/14 7:29,175.8,40.1,
8/11/14 6:40,177,39.8,
8/4/14 6:08,176.8,38,
8/3/14 8:32,176.4,39.2,
8/1/14 6:35,177,39.1,
7/31/14 6:24,175.9,39.5,
7/30/14 6:50,176.4,37.2,
7/23/14 6:42,175.6,37.7,
7/22/14 6:04,175.7,38.8,
7/21/14 6:34,175,38,
7/20/14 8:31,175.6,38.8,
7/18/14 6:09,175.7,38.2,
7/17/14 6:39,173.9,37.7,
7/16/14 6:24,174.6,38.1,
7/15/14 6:16,175.5,37.6,
7/14/14 5:56,176.3,38.1,
7/13/14 7:51,175.6,37.5,
7/12/14 6:57,176.8,40,
7/11/14 6:28,175.8,39.3,
7/10/14 6:03,177.5,39.5,
7/9/14 6:41,177.5,39.1,
7/8/14 4:01,176.6,38.6,
7/7/14 6:46,177,38.6,
7/4/14 8:47,176.9,40.5,
7/3/14 7:45,177.2,38.8,
7/2/14 7:10,178.2,40.3,
6/30/14 6:06,176.7,37.2,
6/27/14 6:05,174.5,38.2,
6/26/14 8:44,175.7,36.8,
6/23/14 6:10,175.3,39.3,
6/22/14 9:16,175.6,41.8,
