Date,Weight,"Fat mass",Comments
"2014-07-22 06:04:55",175.7,38.8,
"2014-07-21 06:34:16",175,38,
"2014-07-20 08:31:29",175.6,38.8,
"2014-07-18 06:09:59",175.7,38.2,
"2014-07-17 06:39:19",173.9,37.7,
"2014-07-16 06:24:51",174.6,38.1,
"2014-07-15 06:16:47",175.5,37.6,
"2014-07-14 05:56:55",176.3,38.1,
"2014-07-13 07:51:37",175.6,37.5,
"2014-07-12 06:57:21",176.8,40,
"2014-07-11 06:28:19",175.8,39.3,
"2014-07-10 06:03:28",177.5,39.5,
"2014-07-09 06:41:28",177.5,39.1,
"2014-07-08 04:01:17",176.6,38.6,
"2014-07-07 06:46:55",177,38.6,
"2014-07-04 08:47:38",176.9,40.5,
"2014-07-03 07:45:49",177.2,38.8,
"2014-07-02 07:10:39",178.2,40.3,
"2014-06-30 06:06:04",176.7,37.2,
"2014-06-27 06:05:05",174.5,38.2,
"2014-06-26 08:44:08",175.7,36.8,
"2014-06-23 06:10:26",175.3,39.3,
"2014-06-22 09:16:19",175.6,41.8,
"2014-06-20 06:12:30",174.8,39.2,
"2014-06-19 05:55:19",174.2,39.6,
"2014-06-18 06:23:31",174.2,38.4,
"2014-06-17 05:55:03",174.9,38.5,
"2014-06-16 05:45:04",176.8,37.9,
"2014-06-14 08:02:39",175.9,38.6,
"2014-06-12 04:38:03",175.4,39.3,
"2014-06-11 05:52:55",176.4,39.8,
"2014-06-10 06:40:19",176.3,40.1,
"2014-06-09 07:08:59",177.5,38.5,
"2014-06-02 06:08:50",176.3,39.8,
"2014-05-30 07:02:31",177.1,39.5,
"2014-05-29 06:38:35",174.5,38.3,
"2014-05-28 06:03:39",175.5,37,
"2014-05-27 06:41:19",175.5,37.7,
"2014-05-23 07:00:54",175.9,38.5,
"2014-05-21 06:09:09",175.5,38.6,
"2014-05-20 06:42:01",174.6,37.9,
"2014-05-19 06:46:48",175.5,38.1,
"2014-05-18 08:00:34",175.9,38.8,
"2014-05-15 06:40:21",176.1,39,
"2014-05-09 06:30:31",175.6,39.1,
"2014-05-08 06:16:04",174.7,38.2,
"2014-05-07 05:55:48",175.5,38.8,
"2014-05-06 06:12:32",174.8,40,
"2014-05-05 05:56:20",176.1,38.8,
"2014-05-02 06:01:38",176.5,39.1,
"2014-04-30 06:05:20",176.7,40.7,
"2014-04-29 06:25:20",175.3,39.1,
"2014-04-28 05:56:02",175.9,38.8,
"2014-04-24 05:59:49",175.9,40,
"2014-04-23 05:51:41",174.4,39.2,
"2014-04-22 06:14:19",174.7,39.9,
"2014-04-20 06:16:23",176,38.5,
"2014-04-04 06:52:09",175.2,38.8,
"2014-04-03 06:14:54",175.5,40,
"2014-04-02 06:06:38",175.5,38.4,
"2014-04-01 06:11:03",176.7,39,
"2014-03-31 06:15:08",176.6,37.4,
"2014-03-30 07:56:13",175.6,39.4,
"2014-03-29 08:35:56",175.5,39.5,
"2014-03-28 06:14:08",176.8,40.3,
"2014-03-27 06:19:49",177.9,40.2,
"2014-03-27 06:18:26",178.5,40.4,
"2014-03-26 06:17:31",176.6,39.6,
"2014-03-25 06:16:00",176.5,40.8,
"2014-03-24 05:56:33",176.7,38.5,
"2014-03-21 06:12:34",175.3,39.9,
"2014-03-20 06:17:51",176.3,39.2,
"2014-03-18 06:12:45",177,39,
"2014-03-17 06:07:49",176.4,38.6,
"2014-03-13 06:18:30",174.8,38.6,
"2014-03-12 06:17:08",174.8,38.5,
"2014-03-11 06:12:30",175.7,38.2,
"2014-03-10 06:11:06",176.9,39.7,
"2014-03-09 08:19:46",175.8,38.8,
"2014-03-07 06:12:10",176.5,39,
"2014-03-06 06:19:14",175.6,38.9,
"2014-03-05 06:09:05",175.4,39.2,
"2014-01-31 06:13:43",173.1,39.6,
"2014-01-30 06:56:27",173.3,38.6,
"2014-01-29 06:11:50",173,38.8,
"2014-01-28 06:18:45",172.8,38.7,
"2014-01-27 06:17:08",172.7,38.9,
"2014-01-24 06:14:00",174.5,39.9,
"2014-01-23 06:07:34",174.1,40.2,
"2014-01-22 07:44:05",174.7,39.9,
"2014-01-21 06:09:52",174.5,39.7,
"2014-01-20 05:59:31",175.6,39.6,
"2014-01-19 08:24:18",175.6,39,
"2014-01-18 08:42:03",176.1,39.2,
"2014-01-17 06:04:04",175.2,38.7,
"2014-01-16 06:45:04",174.1,38.9,
"2014-01-15 06:10:38",174.7,38.5,
"2014-01-14 06:08:26",176,39.3,
"2014-01-13 06:09:09",174.5,38.5,
"2014-01-10 06:00:38",174.4,38.5,
