Date,Type,Route Name,Distance (mi),Duration,Average Pace,Average Speed (mph),Calories Burned,Climb (ft),Average Heart Rate (bpm),Notes,GPX File
2012-06-16 07:47:45,Cycling,,13.76,1:33:56,6:50,8.79,627.0,258.43,,,2012-06-16-0747.gpx
2012-06-15 06:42:55,Running,,2.02,18:28,9:08,6.56,279.0,30.91,,,2012-06-15-0642.gpx
2012-06-13 09:43:51,Running,,1.00,15:00,15:00,4.00,95.2721672101379,,,,
2012-06-12 06:23:59,Running,,1.57,14:42,9:23,6.40,247.0,59.32,,"Philadelphia. Downtown. ",2012-06-12-0623.gpx
2012-06-10 08:21:33,Cycling,,7.14,46:55,6:34,9.13,311.0,116.59,,,2012-06-10-0821.gpx
2012-06-09 12:21:39,Running,"Home 2mi",1.36,12:43,9:20,6.42,192.0,25.19,,,2012-06-09-1221.gpx
2012-06-05 06:43:56,Running,"Home 2mi",2.03,18:03,8:53,6.75,275.0,29.91,,,2012-06-05-0643.gpx
2012-06-03 08:36:26,Running,"Home 2mi",2.03,17:42,8:43,6.88,276.0,30.18,,,2012-06-03-0836.gpx
2012-06-02 11:01:45,Cycling,,0.66,7:40,11:35,5.18,42.0,6.55,,,2012-06-02-1101.gpx
2012-06-02 09:53:34,Running,,1.49,25:41,17:14,3.48,182.0,12.39,,"Kezia",2012-06-02-0953.gpx
2012-05-27 18:08:04,Cycling,,1.81,1:37:30,53:58,1.11,504.0,16.00,,,2012-05-27-1808.gpx
2012-05-22 17:30:28,Running,,1.10,12:00,10:55,5.50,142.684340740352,,,,
2012-05-20 07:53:29,Cycling,,10.52,1:10:07,6:40,9.00,477.0,175.41,,,2012-05-20-0753.gpx
2012-03-30 16:59:01,Running,,2.04,17:58,8:50,6.80,276.0,29.73,,"First spring run !!",2012-03-30-1659.gpx
2012-03-14 17:36:34,Cycling,,1.80,39:53,22:10,2.71,223.0,21.42,,,2012-03-14-1736.gpx
2012-02-24 07:57:14,Running,,3.08,30:02,9:46,6.15,467.0,63.33,,,2012-02-24-0757.gpx
2012-02-23 16:19:44,Cycling,,2.38,31:34,13:15,4.53,171.0,23.45,,,2012-02-23-1619.gpx
2012-02-22 07:44:50,Running,,2.00,18:40,9:20,6.43,252.338773217254,,142,,
2012-02-20 08:20:24,Running,,2.00,18:39,9:19,6.43,252.317605573303,,150,,
2012-02-13 17:24:56,Running,,2.00,18:33,9:17,6.47,252.190599709596,,149,,
2012-02-12 09:07:06,Running,,2.00,18:32,9:16,6.47,252.169432065645,,153,,
2012-02-06 17:27:38,Running,,2.00,18:23,9:11,6.53,251.978923270085,,153,,
2012-02-05 09:34:20,Running,,2.00,18:20,9:10,6.55,251.915420338232,,155,,
2012-02-01 08:05:10,Running,,2.00,18:52,9:26,6.36,252.592784944667,,155,,
2012-01-29 10:58:11,Running,,2.00,18:20,9:10,6.55,44.3512539927481,,155,,
2012-01-22 11:00:03,Downhill Skiing,,0.00,3:00:00,,,0.0,,,,
2012-01-21 16:14:32,Running,,2.00,20:00,10:00,6.00,254.03218473334,,154,,
2012-01-18 17:32:14,Running,,2.00,20:00,10:00,6.00,250.0,,,,
2012-01-10 17:49:57,Running,,1.10,15:00,13:38,4.40,115.131287201807,,,"Didn't feel right. ",
2012-01-01 14:36:16,Running,,0.50,7:34,15:16,3.93,70.0,7.27,,"Kezia",2012-01-01-1436.gpx
2011-12-23 13:36:29,Running,,2.00,20:00,10:00,6.00,254.03218473334,,140,,
2011-11-27 12:51:29,Running,,0.64,10:21,16:06,3.72,92.0,5.36,,"Kezia run",2011-11-27-1251.gpx
2011-11-27 10:09:59,Running,"Home 2mi",2.06,18:36,9:02,6.64,285.0,31.36,,,2011-11-27-1009.gpx
2011-11-26 11:52:41,Other,,1.59,21:41,13:37,4.40,219.0,13.51,,"Half scoot half run w kezia. ",2011-11-26-1152.gpx
2011-11-22 17:46:33,Walking,,2.15,11:27,5:19,11.27,187.0,27.21,,,2011-11-22-1746.gpx
2011-11-21 14:23:41,Walking,,1.39,38:49,27:54,2.15,166.0,26.18,,,2011-11-21-1423.gpx
2011-11-20 10:58:23,Running,,3.21,46:11,14:23,4.17,384.0,38.35,,,2011-11-20-1058.gpx
2011-11-16 17:21:57,Running,,1.25,12:00,9:36,6.25,158.135086139805,,100,"Tread",
2011-11-12 12:32:18,Walking,,1.69,42:18,25:00,2.40,217.0,44.70,,,2011-11-12-1232.gpx
2011-11-11 19:25:35,Running,,1.96,23:00,11:44,5.11,230.0,,,,
2011-09-03 08:06:45,Cycling,,12.95,1:16:41,5:55,10.13,525.0,241.66,,"Loantaka w stop at sw.",2011-09-03-0806.gpx
2011-08-23 17:35:47,Cycling,,3.95,39:23,9:58,6.02,248.0,98.93,,,2011-08-23-1735.gpx
2011-08-23 08:13:14,Cycling,"Home 2mi",3.84,22:33,5:52,10.22,160.0,49.18,,,2011-08-23-0813.gpx
2011-08-07 10:09:00,Cycling,,20.68,3:00:00,8:42,6.89,950.0,159.25,,"epic ride through the French countryside with Airy",2011-08-07-1009.gpx
2011-07-14 19:30:00,Running,"Home 2mi",3.13,26:15,8:23,7.15,435.0,73.82,,,2011-07-14-1930.gpx
2011-07-13 06:40:16,Running,"Home 2mi",2.00,17:05,8:33,7.02,273.0,30.00,,,2011-07-13-0640.gpx
2011-07-09 13:24:15,Cycling,,3.01,29:31,9:48,6.12,167.0,43.94,,"Loantaka",2011-07-09-1324.gpx
2011-07-09 10:49:26,Cycling,,1.82,25:24,13:57,4.30,142.0,29.77,,,2011-07-09-1049.gpx
2011-07-09 07:39:27,Cycling,,10.73,59:43,5:34,10.78,452.0,137.85,,,2011-07-09-0739.gpx
2011-07-07 19:14:00,Running,"Ginty 5K",3.09,26:51,8:41,6.90,430.0,74.99,,,2011-07-07-1914.gpx
2011-07-06 18:24:12,Running,,2.81,24:28,8:42,6.90,380.0,43.73,,,2011-07-06-1824.gpx
2011-07-05 17:44:13,Running,,2.01,16:30,8:13,7.31,271.0,23.18,,,2011-07-05-1744.gpx
2011-07-04 07:52:40,Running,"Home 2mi",1.93,17:16,8:56,6.72,264.0,28.00,,,2011-07-04-0752.gpx
2011-07-02 15:13:23,Running,"Run to Ginty",1.74,14:41,8:27,7.10,239.0,21.69,,,2011-07-02-1513.gpx
2011-07-01 07:23:46,Running,"Home 2mi",1.99,16:59,8:31,7.04,273.0,30.36,,,2011-07-01-0723.gpx
2011-06-29 17:21:55,Running,"Home 2mi",2.01,18:03,8:59,6.68,273.0,29.64,,,2011-06-29-1721.gpx
2011-06-27 19:32:19,Running,,3.10,26:33,8:34,7.01,420.0,50.55,,,2011-06-27-1932.gpx
2011-06-26 10:09:28,Walking,"Home 2mi",0.92,33:18,36:01,1.67,132.0,23.00,,,2011-06-26-1009.gpx
2011-06-24 17:06:55,Running,"Home 2mi",1.91,12:30,6:32,9.18,240.0,25.85,,"Pause in middle",2011-06-24-1706.gpx
2011-06-23 06:39:20,Running,"Home 2mi",1.99,18:59,9:32,6.29,271.0,30.05,,,2011-06-23-0639.gpx
2011-06-22 06:44:38,Running,"Home 2mi",2.00,18:44,9:22,6.41,273.0,29.91,,,2011-06-22-0644.gpx
2011-06-11 09:06:00,Running,,3.06,45:25,14:51,4.04,213.0,8.35,,"Ran with Vienna = her time 45:25",2011-06-11-0906.gpx
2011-06-06 06:49:05,Running,"Home 2mi",2.04,19:23,9:31,6.31,276.0,29.18,,,2011-06-06-0649.gpx
2011-05-30 19:38:18,Cycling,"Home 2mi",1.51,26:01,17:16,3.48,145.0,10.67,,"Oak loop scooter run. ",2011-05-30-1938.gpx
2011-05-20 18:02:14,Running,"Home 2mi",1.97,17:59,9:09,6.55,273.0,28.48,,,2011-05-20-1802.gpx
2011-05-13 06:52:21,Running,"Home 2mi",1.97,18:46,9:31,6.31,270.0,29.09,,,2011-05-13-0652.gpx
2011-05-11 06:51:08,Running,"Home 2mi",1.99,18:54,9:30,6.31,268.0,30.00,,,2011-05-11-0651.gpx
2011-05-09 17:25:13,Cycling,,3.79,24:23,6:26,9.32,220.0,135.00,,,2011-05-09-1725.gpx
2011-05-09 08:38:01,Cycling,,3.78,21:36,5:43,10.50,156.0,51.94,,,2011-05-09-0838.gpx
2011-04-27 16:35:35,Running,,0.24,4:40,19:46,3.04,25.0,0.88,,,2011-04-27-1635.gpx
2011-04-25 17:46:50,Running,,1.18,12:35,10:40,5.62,150.0,8.91,,"Like crap. First run of spring always hard. ",2011-04-25-1746.gpx
2011-04-09 16:00:39,Running,"Ginty 5K",0.52,15:45,30:28,1.97,87.0,4.91,,,2011-04-09-1600.gpx
2010-10-03 10:07:33,Running,"Ginty 5K",3.08,27:01,8:46,6.84,430.0,66.52,,,2010-10-03-1007.gpx
2010-10-02 15:16:33,Running,,2.51,23:11,9:14,6.49,346.0,30.16,,,2010-10-02-1516.gpx
2010-10-01 17:49:23,Running,"Home 2mi",1.99,14:35,7:19,8.21,251.0,18.00,,"got a text in the middle messing up the timing",2010-10-01-1749.gpx
2010-09-28 18:06:16,Running,,1.52,14:44,9:41,6.20,216.0,5.55,,,2010-09-28-1806.gpx
2010-09-25 14:52:45,Cycling,"Home 2mi",0.42,3:34,8:28,7.08,22.0,5.18,,,2010-09-25-1452.gpx
2010-09-25 14:02:04,Cycling,"Home 2mi",6.25,34:12,5:28,10.97,236.0,60.40,,"Loantaka",2010-09-25-1402.gpx
2010-09-07 17:29:40,Running,"Home 2mi",1.96,16:57,8:38,6.95,264.0,23.76,,,2010-09-07-1729.gpx
2010-09-06 13:12:00,Cycling,,1.85,31:46,17:12,3.49,167.0,16.98,,,2010-09-06-1312.gpx
2010-09-05 16:01:17,Cycling,,4.34,35:09,8:06,7.41,185.0,19.09,,"Fun. Biking with k. ",2010-09-05-1601.gpx
2010-08-09 06:43:24,Running,,1.99,17:40,8:53,6.76,280.0,46.00,,,2010-08-09-0643.gpx
2010-08-09 06:42:50,Running,"Home 2mi",0.00,0:00,,,0.0,0.00,,,2010-08-09-0642.gpx
2010-08-03 15:15:22,Cycling,,0.43,7:19,16:55,3.55,18.0,0.77,,,2010-08-03-1515.gpx
2010-08-02 17:31:12,Running,,1.20,12:37,10:32,5.70,168.0,59.00,,,2010-08-02-1731.gpx
2010-07-26 08:33:57,Running,,1.97,17:30,8:54,6.75,272.0,24.96,,,2010-07-26-0833.gpx
2010-07-26 08:28:29,Running,,0.22,2:32,11:38,5.16,24.0,11.39,,"Ankle ?",2010-07-26-0828.gpx
2010-07-20 06:49:15,Running,,2.01,17:09,8:33,7.02,279.0,24.64,,,2010-07-20-0649.gpx
2010-07-15 19:33:00,Running,,3.11,27:05,8:43,6.89,437.0,55.91,,,2010-07-15-1933.gpx
2010-07-14 07:01:15,Running,"Home 2mi",1.99,18:54,9:30,6.32,275.0,26.48,,,2010-07-14-0701.gpx
2010-07-11 09:37:06,Hiking,,2.42,58:01,23:58,2.50,321.0,80.55,,,2010-07-11-0937.gpx
2010-07-09 22:05:47,Walking,,0.15,4:05,27:52,2.15,19.0,7.00,,,2010-07-09-2205.gpx
2010-07-08 19:15:19,Running,,3.10,26:20,8:30,7.06,428.0,59.10,,,2010-07-08-1915.gpx
2010-07-07 06:35:59,Running,,2.47,21:54,8:51,6.78,353.0,42.59,,"Disney",2010-07-07-0635.gpx
2010-06-23 06:47:46,Running,,2.04,18:37,9:08,6.57,288.0,24.18,,,2010-06-23-0647.gpx
2010-06-15 17:47:44,Cycling,,2.18,29:15,13:27,4.46,160.0,24.45,,,2010-06-15-1747.gpx
2010-05-30 12:01:03,Cycling,,5.09,1:22:37,16:15,3.69,357.0,31.57,,,2010-05-30-1201.gpx
2010-05-29 15:25:07,Cycling,,3.54,18:49,5:19,11.27,169.0,26.74,,,2010-05-29-1525.gpx
2010-05-26 06:52:21,Running,,2.03,18:06,8:54,6.74,279.0,18.96,,,2010-05-26-0652.gpx
2010-05-23 15:11:10,Running,,2.04,17:35,8:37,6.97,263.0,10.10,,,2010-05-23-1511.gpx
2010-05-21 06:45:49,Running,,2.06,18:00,8:46,6.85,282.0,51.00,,,2010-05-21-0645.gpx
2010-05-20 06:49:39,Running,,2.00,18:17,9:08,6.57,279.0,51.00,,,2010-05-20-0649.gpx
2010-05-17 06:22:01,Running,,2.01,19:01,9:29,6.33,275.0,45.00,,,2010-05-17-0622.gpx
2010-05-05 06:51:27,Running,,1.96,18:25,9:24,6.39,278.0,41.00,,,2010-05-05-0651.gpx
2010-05-03 17:21:52,Running,,2.01,18:34,9:15,6.49,269.0,24.91,,,2010-05-03-1721.gpx
2010-04-21 17:45:07,Running,,1.90,18:28,9:43,6.18,269.0,20.61,,,2010-04-21-1745.gpx
2010-04-06 06:46:59,Running,,1.97,19:30,9:54,6.06,266.0,24.21,,,2010-04-06-0646.gpx
2010-01-16 14:37:26,Running,,1.33,12:10,9:09,6.56,177.0,21.03,,,2010-01-16-1437.gpx
2010-01-01 14:12:22,Running,,1.08,9:53,9:07,6.58,154.0,8.94,,,2010-01-01-1412.gpx
